date,mom_20,mom_60,reversal_5,volatility_20,dollar_volume_20,volume_anom,ma_dist_20,rsi_14,overnight,turnover_20,hl_spread_5,size_proxy,intraday_momentum,max_ret_5d
2025-04-21,7.582486231856157,-0.38428700598385546,134.18156012644383,-0.07151034550060498,1.239653764234348,-0.7505751312328479,28.762646248586883,1.702685424733529,67.27550935985616,0.5769418689483745,-0.2682147880961905,2.070195327527401,5565.5715403596605,71.04359749458938
2025-04-22,7.602531042001843,-0.39508567252238536,136.55243844824423,-0.07543914508308203,1.235407740421489,-0.7503373104090743,28.832158343027736,1.708997676773178,67.62361704703878,0.5854413107026402,-0.2644837275736299,2.0643747303087654,5462.696639523737,71.41091705522385
2025-04-23,7.511681035142081,-0.39889135963485844,142.4798893544137,-0.07985287726324264,1.2151919823124517,-0.7488717392157124,28.37469069966175,1.6803883690803278,67.29601690555674,0.567701683243248,-0.2715973942355754,2.0561969909342808,5546.480869850262,74.07571243864949
2025-04-24,7.701476347871674,-0.4098101829332793,140.61138741416946,-0.10546638210892223,1.2431618342444155,-0.7544714517277306,28.745586656299828,1.740156251199735,68.4746713419581,0.6016514976670735,-0.26286825492827626,2.096955195478696,5573.265364300793,71.73430966206966
2025-04-25,7.508602453229129,-0.4053505814547781,141.0769298009192,-0.09350070728088944,1.2064963943850646,-0.7490291514262667,29.1720368490671,1.7838297524923963,67.86404370848979,0.5853147903226186,-0.2660966634107875,2.0837350642233785,5640.583964435325,72.77707142483405
2025-04-28,7.535266488234804,-0.405866744943417,143.2137001286156,-0.08314304660003613,1.2405377498739907,-0.7498156372832048,29.63752459462506,1.6841611448177893,67.35788307119739,0.589667300166627,-0.2556961394661632,2.102011278528493,5561.633450357296,73.82260448029656
2025-04-29,7.330591368767768,-0.4165565898198982,142.6435009682336,-0.07765327612735806,1.300317294295712,-0.7504913748160578,29.516388455794573,1.611326898267901,67.08760633952816,0.5853302891760619,-0.2532701950337144,2.1847757046274965,5550.104200849092,74.06647729943
2025-04-30,7.360840572981587,-0.4062015749638608,143.25786219687535,-0.08547751827226291,1.2483301730851086,-0.7513973654021036,29.77590526958968,1.5568958801825294,67.04846361877865,0.6045523133705273,-0.24692759591826652,2.155860915568793,5600.503042681884,74.66092472041299
2025-05-06,7.117062096538891,-0.39720534271141994,146.49213242329694,-0.06546097648504001,1.1979224710213527,-0.7441488153343316,29.65065390817635,1.5134650507889607,68.33425571418826,0.5511264380038559,-0.25004476144588605,2.111877459078996,5763.827036916012,76.3572473499054
2025-05-07,7.200642029832348,-0.40418068754889,150.36718788277625,-0.08927014671611178,1.189991451208681,-0.7471826470091743,29.016984283155974,1.498453009443541,67.37014643681724,0.5529390164099337,-0.2568905512567944,2.1006485089645306,5830.535751110221,75.37197276064565
